merchant_id,nombre_comercio,segmento_comercial,tipo_negocio_ciiu,tipo_negocio_desc,fecha_onboarding,fecha_ultima_transaccion,region,ciudad,latitud,longitud,ejecutivo_cuenta
DEU-5AA0D6A5,Mi Juanito Express,Pequeña,I5610.02,Comida rápida y food trucks,2025-12-20,2026-03-25,Guayas,Guayaquil,-2.170574,-79.886632,Gabriel Aguilar
DEU-425A37ED,Super Anita,Pequeña,G4711.01,Tiendas de abarrotes y víveres,2024-08-24,2026-03-27,Guayas,Guayaquil,-2.072771,-79.922215,Diana Cárdenas
DEU-57AE3B6C,Mi Kléber Express,Micro,I5610.02,Comida rápida y food trucks,2025-01-26,2026-03-14,El Oro,Machala,-3.363766,-79.776497,Auto-gestionado
DEU-8D51420B,Tío Anita Plus,Micro,I5610.02,Comida rápida y food trucks,2024-12-14,2026-02-27,Pichincha,Quito,-0.133531,-78.446447,Auto-gestionado
DEU-EB98606B,Don Beto Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-09-13,2026-03-30,Chimborazo,Riobamba,-1.697045,-78.634779,Auto-gestionado
DEU-2A5F9790,Don Rosita,Micro,I5610.01,Restaurantes y picanterías,2024-12-22,2026-03-14,Cotopaxi,Latacunga,-0.868662,-78.484005,Auto-gestionado
DEU-8C32D24C,Doña Fanny Mini,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-08-08,2026-03-17,Loja,Loja,-4.056157,-79.262222,Fernanda Ortiz
DEU-CB47E0B7,Super Pedrito Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2020-08-13,2026-03-28,Pichincha,Quito,-0.197169,-78.527526,Auto-gestionado
DEU-09F6221F,Tía Pancho Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-04-29,2026-03-26,Pichincha,Quito,-0.316877,-78.504825,Auto-gestionado
DEU-8EE08CBE,El Juanito,Micro,I5610.01,Restaurantes y picanterías,2022-10-22,2026-03-29,Pichincha,Quito,-0.21719,-78.453286,Auto-gestionado
DEU-C42A8AB0,Tío Rosita,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-10-20,2026-03-29,Los Ríos,Babahoyo,-1.955348,-79.546208,Auto-gestionado
DEU-9FB108A7,Super Pedrito Express,Micro,S9602.01,Peluquerías y salones de belleza,2021-01-19,2026-03-26,Guayas,Guayaquil,-2.178537,-80.0645,Kevin Jaramillo
DEU-12F5D3DF,Super Lucho,Micro,G4711.01,Tiendas de abarrotes y víveres,2025-10-09,2026-03-28,Pichincha,Quito,-0.130307,-78.630955,Auto-gestionado
DEU-06F8C56E,Doña Lucho,Micro,G4721.01,Fruterías y mercados,2024-07-23,2026-03-14,Pichincha,Quito,-0.38418,-78.30883,Auto-gestionado
DEU-947E34E8,Doña Mayra Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-11-25,2026-02-26,Pichincha,Quito,-0.237811,-78.332586,Gabriel Aguilar
DEU-2EB93E9D,Don Lucho,Micro,I5630.01,Cafeterías y panaderías,2024-05-15,2026-03-15,Azuay,Cuenca,-2.998762,-78.953042,Auto-gestionado
DEU-7207649C,Doña Martita Mini,Micro,I5610.01,Restaurantes y picanterías,2025-05-02,2026-02-20,Azuay,Cuenca,-2.94873,-79.04903,Iván Moreno
DEU-D4E590F1,Tía Anita Plus,Micro,I5610.01,Restaurantes y picanterías,2024-05-03,2026-01-23,Guayas,Guayaquil,-2.071841,-79.992559,Auto-gestionado
DEU-EC38981D,La Manuelito Center,Micro,I5630.01,Cafeterías y panaderías,2024-08-07,2026-03-31,Pichincha,Quito,-0.061185,-78.425568,Auto-gestionado
DEU-1CF7897E,Farmacia Salud,Micro,G4774.01,Farmacias y artículos médicos,2022-12-12,2026-02-16,Pichincha,Quito,-0.231603,-78.542035,Auto-gestionado
DEU-4B8B82D2,Farmacia Salud Market,Micro,G4774.01,Farmacias y artículos médicos,2024-07-06,2026-03-13,Cotopaxi,Latacunga,-0.866238,-78.493989,Carlos Mendoza
DEU-324DA314,Mi Beto Express,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-11-28,2026-03-21,Guayas,Guayaquil,-2.159599,-80.092845,Auto-gestionado
DEU-765B1B04,Farmacia del Barrio Market,Micro,G4774.01,Farmacias y artículos médicos,2022-01-10,2026-03-23,Pichincha,Quito,-0.084729,-78.485292,Auto-gestionado
DEU-067CC10F,Doña Jorgito,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-05-19,2026-03-07,Pichincha,Quito,-0.302074,-78.407754,Auto-gestionado
DEU-D6E13993,Coop. Reina del Camino,Micro,H4922.01,"Transporte (taxis, cooperativas)",2024-12-05,2026-03-24,El Oro,Machala,-3.197773,-80.044862,Auto-gestionado
DEU-BB77D1C0,Mi Anita Market,Micro,I5630.01,Cafeterías y panaderías,2023-01-11,2026-02-11,Pichincha,Quito,-0.238207,-78.4082,Auto-gestionado
DEU-2008E4BE,El Anita,Micro,S9602.01,Peluquerías y salones de belleza,2026-02-06,2026-02-27,Santa Elena,Santa Elena,-2.320481,-80.76655,Kevin Jaramillo
DEU-A3F24794,Tía Juanito Mini,Micro,I5610.02,Comida rápida y food trucks,2023-06-08,2026-03-08,Cotopaxi,Latacunga,-0.897762,-78.459675,Auto-gestionado
DEU-1FEA98F7,Tía Carmita,Micro,G4773.01,Bazares y papelerías,2025-07-11,2026-03-28,Pichincha,Quito,-0.154399,-78.465576,Auto-gestionado
DEU-399BA731,Doña Gladys Mini,Micro,I5610.01,Restaurantes y picanterías,2025-03-22,2026-03-31,Pichincha,Quito,-0.232251,-78.627396,Auto-gestionado
DEU-D31BF8BA,Tío Beto Mini,Micro,I5610.01,Restaurantes y picanterías,2022-12-09,2026-03-08,Esmeraldas,Esmeraldas,0.914757,-79.723634,Auto-gestionado
DEU-9DDBBE5E,Boutique Chabela,Micro,G4771.01,Boutiques y ropa,2024-04-17,2026-03-26,Los Ríos,Babahoyo,-1.832595,-79.457879,Auto-gestionado
DEU-817B27E0,La Segundo Plus,Micro,I5610.03,Bares y cantinas,2025-03-15,2026-03-22,Guayas,Guayaquil,-2.089414,-79.899108,Auto-gestionado
DEU-763DC750,Don Fanny Plus,Pequeña,G4711.01,Tiendas de abarrotes y víveres,2024-05-22,2026-03-25,Tungurahua,Ambato,-1.210212,-78.548097,Lorena Dávila
DEU-07550000,Don Chabela Market,Micro,S9602.01,Peluquerías y salones de belleza,2025-06-19,2026-03-26,Guayas,Guayaquil,-2.018147,-79.857609,Auto-gestionado
DEU-C8D8DE6C,Don Carmita Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-12-23,2026-03-28,Chimborazo,Riobamba,-1.753916,-78.461766,Auto-gestionado
DEU-08C8A196,Tío Segundo Express,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-03-04,2026-03-19,Azuay,Cuenca,-2.866233,-78.839439,Auto-gestionado
DEU-CD00B711,Tío Chabela,Micro,G4541.01,Venta y repuestos de motos,2020-05-04,2026-03-14,Santa Elena,Santa Elena,-2.379325,-80.927131,Auto-gestionado
DEU-30954D61,Mi Carmita,Micro,I5610.01,Restaurantes y picanterías,2025-12-14,2026-03-22,Pichincha,Quito,-0.329944,-78.385508,Auto-gestionado
DEU-810FE5D5,Tía Chabela Express,Micro,I5610.01,Restaurantes y picanterías,2025-04-04,2026-03-24,Guayas,Guayaquil,-2.292448,-80.148972,Gabriel Aguilar
DEU-FC17B45A,Don Martita Plus,Micro,I5610.01,Restaurantes y picanterías,2023-08-08,2026-02-18,Imbabura,Ibarra,0.309036,-78.104244,Auto-gestionado
DEU-9A713954,Tío Nelly Mini,Micro,S9602.01,Peluquerías y salones de belleza,2025-04-05,2026-03-27,Pichincha,Quito,-0.137602,-78.484702,Auto-gestionado
DEU-6D936C26,Boutique Rosita,Micro,G4771.01,Boutiques y ropa,2024-12-09,2026-03-31,Imbabura,Ibarra,0.253781,-78.068244,Auto-gestionado
DEU-EF966D7F,Super Segundo,Pequeña,S9601.01,Lavanderías y tintorerías,2024-07-15,2026-03-27,Guayas,Guayaquil,-2.091098,-79.940237,Paola Intriago
DEU-391B62DD,Tío Rosita Plus,Micro,G4711.01,Tiendas de abarrotes y víveres,2025-08-25,2026-03-28,Guayas,Guayaquil,-2.266889,-79.94578,Auto-gestionado
DEU-BC941CC2,Don Martita,Pequeña,I5610.01,Restaurantes y picanterías,2024-05-27,2026-03-11,El Oro,Machala,-3.246837,-79.920764,Carlos Mendoza
DEU-4630765E,Tío Juanito Express,Micro,I5610.01,Restaurantes y picanterías,2024-01-03,2026-02-16,Pichincha,Quito,-0.104861,-78.478609,Auto-gestionado
DEU-D629A4FE,Tía Chabela Market,Micro,I5630.01,Cafeterías y panaderías,2024-04-10,2026-02-25,Pichincha,Quito,-0.306117,-78.500959,Auto-gestionado
DEU-BA39AF76,Don Martita,Micro,G4773.01,Bazares y papelerías,2023-03-27,2026-03-28,Santo Domingo,Santo Domingo,-0.172207,-79.084522,Iván Moreno
DEU-EE42A5D2,Super Chabela,Pequeña,I5610.02,Comida rápida y food trucks,2025-01-11,2026-03-18,Loja,Loja,-4.043245,-79.168522,Hilda Proaño
DEU-AAEC5E32,Mi Lucho,Micro,I5610.01,Restaurantes y picanterías,2023-11-30,2026-03-09,Guayas,Guayaquil,-2.186622,-79.846466,Auto-gestionado
DEU-01263F6A,Coop. 24 de Mayo Mini,Micro,H4922.01,"Transporte (taxis, cooperativas)",2023-10-21,2026-03-31,Azuay,Cuenca,-2.824672,-78.917072,Auto-gestionado
DEU-26A09AA1,Tío Rosita,Micro,I5610.01,Restaurantes y picanterías,2023-04-12,2026-03-31,Guayas,Guayaquil,-2.257183,-79.993995,Lorena Dávila
DEU-09FE0E80,Mi Gladys Center,Micro,I5610.01,Restaurantes y picanterías,2021-08-17,2026-03-26,Pichincha,Quito,-0.174886,-78.500719,Auto-gestionado
DEU-2100E733,La Beto,Micro,G4541.01,Venta y repuestos de motos,2024-04-09,2026-02-24,Azuay,Cuenca,-3.038806,-78.978624,Auto-gestionado
DEU-449627BF,La Manuelito,Micro,I5610.02,Comida rápida y food trucks,2022-03-24,2026-03-06,Azuay,Cuenca,-2.865519,-78.968296,Esteban Ruiz
DEU-F61E0452,Don Chabela Express,Micro,C1071.01,Panaderías y pastelerías,2023-05-24,2026-03-20,Guayas,Guayaquil,-2.403459,-79.952386,Auto-gestionado
DEU-70B8C963,La Lucho Plus,Micro,G4721.01,Fruterías y mercados,2023-05-12,2026-03-24,Azuay,Cuenca,-2.913856,-79.019473,Auto-gestionado
DEU-92548A04,El Chabela,Micro,I5610.01,Restaurantes y picanterías,2024-04-04,2026-02-27,Pichincha,Quito,-0.25636,-78.41914,Esteban Ruiz
DEU-C9E00167,Tía Fanny Market,Micro,S9602.01,Peluquerías y salones de belleza,2022-07-18,2026-03-30,Pichincha,Quito,-0.158269,-78.438837,Auto-gestionado
DEU-0CB28D50,Mi Carmita,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-02-12,2026-03-29,Manabí,Portoviejo,-1.058998,-80.489766,Auto-gestionado
DEU-8C6DB1BC,Doña Gladys Mini,Micro,S9602.01,Peluquerías y salones de belleza,2024-08-30,2026-03-21,Imbabura,Ibarra,0.216924,-78.287476,Auto-gestionado
DEU-4FD1AA96,Super Manuelito,Micro,I5610.01,Restaurantes y picanterías,2023-06-21,2026-03-21,Pichincha,Quito,-0.136253,-78.273457,Auto-gestionado
DEU-2A58785B,Coop. Los Andes,Micro,H4922.01,"Transporte (taxis, cooperativas)",2020-10-01,2026-03-30,Manabí,Portoviejo,-1.031913,-80.252755,Diana Cárdenas
DEU-4FD7585E,Farmacia Central Plus,Micro,G4774.01,Farmacias y artículos médicos,2024-06-05,2026-03-27,Guayas,Guayaquil,-2.041039,-79.849015,Natalia Rosales
DEU-1F930791,Doña Manuelito Mini,Pequeña,I5610.01,Restaurantes y picanterías,2023-08-25,2026-03-28,Guayas,Guayaquil,-2.108965,-79.856842,Jimena Salazar
DEU-24A1434F,Tía Mayra,Micro,G4721.01,Fruterías y mercados,2025-05-21,2026-03-22,Los Ríos,Babahoyo,-1.824793,-79.703389,Auto-gestionado
DEU-6D5BE884,El Pedrito Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-03-04,2026-03-26,Pichincha,Quito,-0.266368,-78.314886,Auto-gestionado
DEU-972B9934,El Fanny Mini,Micro,G4719.01,Comercio mixto (bazar + abarrote),2024-01-26,2026-03-30,Bolívar,Guaranda,-1.460725,-78.846909,Auto-gestionado
DEU-7BFD2D1B,Tía Nelly Plus,Pequeña,I5610.02,Comida rápida y food trucks,2023-07-11,2026-03-14,Guayas,Guayaquil,-2.148835,-79.959058,Esteban Ruiz
DEU-90673F4A,Doña Juanito,Micro,G4773.01,Bazares y papelerías,2023-10-03,2026-03-30,Manabí,Portoviejo,-0.950273,-80.305399,Fernanda Ortiz
DEU-B37B2266,Don Beto Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-07-22,2026-03-25,Manabí,Portoviejo,-1.126969,-80.358679,Auto-gestionado
DEU-C5BD1DF1,Don Mayra Market,Pequeña,G4719.01,Comercio mixto (bazar + abarrote),2023-09-23,2026-03-09,Pichincha,Quito,-0.218709,-78.453443,Paola Intriago
DEU-77A5951F,La Carmita Market,Micro,I5610.01,Restaurantes y picanterías,2021-09-03,2026-02-26,Esmeraldas,Esmeraldas,0.867026,-79.639658,Fernanda Ortiz
DEU-A22258D6,Tía Juanito,Micro,I5630.01,Cafeterías y panaderías,2023-03-29,2026-03-30,Guayas,Guayaquil,-2.057441,-80.049505,Auto-gestionado
DEU-51C63D27,Don Anita Market,Micro,G4541.01,Venta y repuestos de motos,2026-02-27,2026-03-18,Pichincha,Quito,-0.067217,-78.666825,Kevin Jaramillo
DEU-6DB6EA4D,Don Juanito,Micro,I5630.01,Cafeterías y panaderías,2024-05-13,2026-03-11,Guayas,Guayaquil,-2.149189,-79.837825,Auto-gestionado
DEU-6BC59864,Doña Juanito Market,Micro,I5610.01,Restaurantes y picanterías,2025-02-09,2026-03-09,Pichincha,Quito,-0.206614,-78.3614,Auto-gestionado
DEU-540E8BC0,Don Mayra Plus,Micro,I5630.01,Cafeterías y panaderías,2022-07-20,2026-03-20,Imbabura,Ibarra,0.300882,-78.065962,Auto-gestionado
DEU-F9A203F7,Coop. 24 de Mayo,Micro,H4922.01,"Transporte (taxis, cooperativas)",2025-07-21,2026-03-30,Guayas,Guayaquil,-2.089432,-79.885172,Auto-gestionado
DEU-624D0ED0,Don Beto Center,Pequeña,I5630.01,Cafeterías y panaderías,2024-08-26,2026-03-29,Guayas,Guayaquil,-2.204596,-79.998664,Diana Cárdenas
DEU-A3678B18,Don Kléber,Micro,G4721.01,Fruterías y mercados,2023-03-11,2026-03-13,Loja,Loja,-3.895932,-79.31867,Auto-gestionado
DEU-3A46C32E,Mi Kléber,Pequeña,G4711.01,Tiendas de abarrotes y víveres,2024-09-13,2026-03-25,Guayas,Guayaquil,-2.189609,-79.930178,Gabriel Aguilar
DEU-2874419D,Boutique Anita Mini,Pequeña,G4771.01,Boutiques y ropa,2024-10-15,2026-03-26,Manabí,Portoviejo,-1.103523,-80.525055,Lorena Dávila
DEU-019569B1,El Rosita Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-08-28,2025-12-30,Sucumbíos,Nueva Loja,0.090686,-77.059199,Auto-gestionado
DEU-D78BDF28,La Rosita Mini,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-08-29,2026-03-23,Guayas,Guayaquil,-2.187966,-79.845603,Auto-gestionado
DEU-9295A93A,Tía Nelly Center,Micro,I5610.03,Bares y cantinas,2022-06-23,2026-03-18,Pichincha,Quito,-0.148661,-78.457315,Auto-gestionado
DEU-7E8C1B05,Mi Juanito Mini,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-03-17,2026-03-31,Guayas,Guayaquil,-2.26032,-79.951096,Auto-gestionado
DEU-44CB1B30,Farmacia Sana,Micro,G4774.01,Farmacias y artículos médicos,2024-01-29,2026-03-19,Azuay,Cuenca,-2.811628,-79.051016,Carlos Mendoza
DEU-EEFC6197,Farmacia Vida Express,Pequeña,G4774.01,Farmacias y artículos médicos,2024-07-10,2026-03-26,Pichincha,Quito,-0.196915,-78.421103,Hilda Proaño
DEU-180365D3,Don Martita Plus,Micro,I5610.01,Restaurantes y picanterías,2022-09-04,2026-03-26,Guayas,Guayaquil,-2.282256,-80.003283,Kevin Jaramillo
DEU-42D1B98E,La Nelly Express,Micro,G4711.01,Tiendas de abarrotes y víveres,2024-12-07,2026-03-15,Pichincha,Quito,-0.145822,-78.67038,Auto-gestionado
DEU-133DD9D8,Doña Pedrito Mini,Pequeña,G4711.01,Tiendas de abarrotes y víveres,2022-06-10,2026-03-16,Loja,Loja,-4.037395,-79.169086,Fernanda Ortiz
DEU-26DAAA62,El Kléber Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2025-12-21,2026-03-28,Pichincha,Quito,-0.051229,-78.488684,Auto-gestionado
DEU-48B13463,Tía Lucho,Micro,I5630.01,Cafeterías y panaderías,2023-01-06,2026-03-27,Pichincha,Quito,-0.185268,-78.409108,Hilda Proaño
DEU-E828A010,El Juanito,Micro,S9602.01,Peluquerías y salones de belleza,2021-04-22,2026-03-10,Manabí,Portoviejo,-1.157665,-80.429083,Auto-gestionado
DEU-94920040,Mi Pedrito Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-03-15,2026-03-24,Pichincha,Quito,-0.278006,-78.484613,Auto-gestionado
DEU-EFC85434,Mi Martita Express,Micro,I5630.01,Cafeterías y panaderías,2022-07-04,2026-03-31,Guayas,Guayaquil,-2.083798,-79.952504,Auto-gestionado
DEU-0185E13D,Super Carmita Market,Micro,C1071.01,Panaderías y pastelerías,2020-06-02,2026-03-31,Azuay,Cuenca,-2.856343,-79.000392,Auto-gestionado
DEU-15E9B149,Mi Pancho Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-02-16,2026-03-30,Azuay,Cuenca,-2.936464,-79.023392,Auto-gestionado
DEU-15C3FACA,Tío Anita Mini,Micro,G4541.01,Venta y repuestos de motos,2022-05-20,2026-03-19,Pichincha,Quito,-0.155167,-78.457318,Auto-gestionado
DEU-EF99280B,Super Lucho Express,Micro,S9602.01,Peluquerías y salones de belleza,2023-01-09,2026-03-25,Pichincha,Quito,-0.204874,-78.676051,Auto-gestionado
DEU-99061771,Farmacia Vida Market,Mediana,G4774.01,Farmacias y artículos médicos,2023-03-28,2026-03-30,Pichincha,Quito,-0.203598,-78.439443,Gabriel Aguilar
DEU-E50A49D3,Farmacia Sana Plus,Micro,G4774.01,Farmacias y artículos médicos,2024-06-08,2026-03-17,Manabí,Portoviejo,-1.080716,-80.512755,Auto-gestionado
DEU-ADED6D21,Boutique Manuelito,Micro,G4771.01,Boutiques y ropa,2024-08-11,2026-03-31,Los Ríos,Babahoyo,-1.617338,-79.548502,Auto-gestionado
DEU-B7FA3159,Doña Pancho,Micro,G4721.01,Fruterías y mercados,2020-07-25,2026-02-12,Loja,Loja,-3.976553,-79.394477,Paola Intriago
DEU-9475FD62,Doña Manuelito Market,Micro,I5610.02,Comida rápida y food trucks,2022-09-03,2026-03-24,Guayas,Guayaquil,-2.158319,-79.921903,Auto-gestionado
DEU-107BDC13,El Manuelito Center,Mediana,C1071.01,Panaderías y pastelerías,2024-06-25,2026-03-23,Pichincha,Quito,-0.195245,-78.497147,Oswaldo Ñacato
DEU-87241701,Tía Segundo Center,Micro,I5610.01,Restaurantes y picanterías,2023-03-23,2026-03-30,Santa Elena,Santa Elena,-2.31523,-80.812474,Diana Cárdenas
DEU-FCAAD91C,Farmacia Sana Plus,Micro,G4774.01,Farmacias y artículos médicos,2024-10-17,2026-03-12,Guayas,Guayaquil,-2.100547,-80.00859,Auto-gestionado
DEU-80934BBA,Mi Jorgito Express,Micro,I5610.01,Restaurantes y picanterías,2024-04-15,2026-03-31,Guayas,Guayaquil,-2.026139,-80.040339,Auto-gestionado
DEU-956F7209,Tía Gladys Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-06-21,2026-03-30,Pichincha,Quito,-0.129457,-78.457954,Auto-gestionado
DEU-1BC3ACBA,Super Kléber Express,Micro,I5630.01,Cafeterías y panaderías,2021-10-03,2026-03-19,Azuay,Cuenca,-2.903151,-79.001916,Carlos Mendoza
DEU-03F8E9FF,El Mayra,Micro,S9602.01,Peluquerías y salones de belleza,2023-03-01,2026-03-29,Manabí,Portoviejo,-1.137055,-80.521451,Carlos Mendoza
DEU-CC8C07C6,Farmacia del Barrio Express,Micro,G4774.01,Farmacias y artículos médicos,2020-05-27,2026-03-29,Guayas,Guayaquil,-2.017271,-80.020232,Auto-gestionado
DEU-038659A2,El Pedrito Plus,Micro,I5610.02,Comida rápida y food trucks,2024-12-06,2026-03-31,Pichincha,Quito,-0.073746,-78.373195,Auto-gestionado
DEU-5040F351,Farmacia del Barrio,Micro,G4774.01,Farmacias y artículos médicos,2026-02-27,2026-03-12,Santo Domingo,Santo Domingo,-0.151661,-79.079585,Auto-gestionado
DEU-BD1E7E2C,El Chabela Plus,Micro,I5610.01,Restaurantes y picanterías,2022-02-20,2026-03-02,Santo Domingo,Santo Domingo,-0.274531,-79.135229,Auto-gestionado
DEU-096D2EC1,Mi Jorgito,Micro,G4721.01,Fruterías y mercados,2023-03-18,2026-02-03,Tungurahua,Ambato,-1.311388,-78.530141,Auto-gestionado
DEU-C709A796,Coop. Reina del Camino Center,Micro,H4922.01,"Transporte (taxis, cooperativas)",2025-06-16,2026-03-29,Santa Elena,Santa Elena,-2.165891,-80.773947,Auto-gestionado
DEU-E74861CE,Mi Mayra Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-08-23,2026-03-11,El Oro,Machala,-3.416358,-79.951645,Auto-gestionado
DEU-E27B2456,Tía Kléber Mini,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-10-01,2026-02-25,Guayas,Guayaquil,-2.162147,-79.916339,Andrea Vásconez
DEU-B17C895C,Super Martita Market,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-10-23,2026-03-30,Manabí,Portoviejo,-1.042241,-80.443674,Auto-gestionado
DEU-4D98F99D,La Pedrito Center,Micro,I5610.03,Bares y cantinas,2023-11-28,2026-03-30,Guayas,Guayaquil,-2.145895,-79.889832,Oswaldo Ñacato
DEU-D76C926D,El Fanny Express,Micro,S9602.01,Peluquerías y salones de belleza,2023-10-20,2026-03-02,Guayas,Guayaquil,-2.254608,-79.920072,Auto-gestionado
DEU-AED5D633,El Carmita Center,Micro,S9602.01,Peluquerías y salones de belleza,2025-05-13,2026-03-02,Carchi,Tulcán,0.87051,-77.670866,Auto-gestionado
DEU-0E477149,Boutique Rosita,Micro,G4771.01,Boutiques y ropa,2022-01-20,2026-03-13,Tungurahua,Ambato,-1.204731,-78.646093,Auto-gestionado
DEU-9193ABD6,Mi Nelly,Micro,G4711.01,Tiendas de abarrotes y víveres,2022-09-20,2026-03-21,Los Ríos,Babahoyo,-1.787604,-79.435863,Auto-gestionado
DEU-1E4E5FEE,Mi Pedrito,Micro,G4773.01,Bazares y papelerías,2025-10-12,2026-03-14,Guayas,Guayaquil,-2.218346,-79.897223,Auto-gestionado
DEU-E45D5DDA,Mi Lucho Center,Micro,G4711.01,Tiendas de abarrotes y víveres,2021-12-06,2026-03-14,Santo Domingo,Santo Domingo,-0.17775,-79.189118,Auto-gestionado
DEU-DFE9E1F3,Mi Rosita Center,Micro,I5610.03,Bares y cantinas,2023-02-20,2026-03-31,Pichincha,Quito,-0.100978,-78.526173,Auto-gestionado
DEU-A9A661D5,El Juanito,Micro,I5610.01,Restaurantes y picanterías,2023-11-17,2026-03-21,Orellana,Coca,-0.444719,-77.156308,Auto-gestionado
DEU-CC7D4AD4,Tío Mayra,Mediana,I5610.01,Restaurantes y picanterías,2024-05-31,2026-03-23,Pichincha,Quito,-0.175329,-78.481845,Fernanda Ortiz
DEU-4D596613,El Pedrito,Micro,C1071.01,Panaderías y pastelerías,2023-01-17,2026-02-19,Loja,Loja,-4.0753,-79.179045,Auto-gestionado
DEU-1D2C9492,La Jorgito Express,Micro,G4773.01,Bazares y papelerías,2023-11-10,2026-03-30,El Oro,Machala,-3.169004,-80.111005,Auto-gestionado
DEU-9571ECC6,Tía Segundo Center,Micro,G4773.01,Bazares y papelerías,2025-11-03,2026-03-28,Guayas,Guayaquil,-2.10455,-79.850354,Esteban Ruiz
DEU-5C123796,La Chabela,Micro,I5610.01,Restaurantes y picanterías,2022-01-13,2026-01-13,Guayas,Guayaquil,-2.054454,-79.857803,Auto-gestionado
DEU-4430D918,Tío Nelly,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-06-11,2026-03-15,Pichincha,Quito,-0.080473,-78.503658,Auto-gestionado
DEU-FCBB871D,Doña Juanito,Micro,G4711.01,Tiendas de abarrotes y víveres,2025-07-24,2026-01-25,Los Ríos,Babahoyo,-1.818894,-79.413863,Gabriel Aguilar
DEU-F0DAE7E7,La Beto Plus,Micro,I5610.01,Restaurantes y picanterías,2024-11-09,2026-03-26,Imbabura,Ibarra,0.318459,-78.070507,Iván Moreno
DEU-10DC17FD,Don Carmita Mini,Micro,G4773.01,Bazares y papelerías,2020-07-29,2026-03-19,Chimborazo,Riobamba,-1.72606,-78.715476,Auto-gestionado
DEU-1BF278CA,Super Lucho,Micro,C1071.01,Panaderías y pastelerías,2023-02-08,2026-02-14,Guayas,Guayaquil,-2.172173,-79.849119,Auto-gestionado
DEU-0AD4436F,Don Kléber,Micro,I5610.01,Restaurantes y picanterías,2022-08-20,2026-03-30,Guayas,Guayaquil,-2.13375,-79.966444,Auto-gestionado
DEU-D66454A0,Doña Mayra,Micro,G4773.01,Bazares y papelerías,2025-04-15,2026-03-02,Cotopaxi,Latacunga,-0.999778,-78.608694,Auto-gestionado
DEU-4221D4E0,Tío Chabela Center,Micro,I5630.01,Cafeterías y panaderías,2023-04-16,2026-03-24,Los Ríos,Babahoyo,-1.815047,-79.517233,Auto-gestionado
DEU-D8DDC6F8,Boutique Kléber Market,Micro,G4771.01,Boutiques y ropa,2024-10-17,2026-03-11,Azuay,Cuenca,-2.941092,-79.077739,Auto-gestionado
DEU-AA131883,Mi Carmita,Micro,G4711.01,Tiendas de abarrotes y víveres,2020-09-23,2026-02-13,Pichincha,Quito,-0.28186,-78.611249,Kevin Jaramillo
DEU-49B5041C,El Fanny,Micro,C1071.01,Panaderías y pastelerías,2024-10-29,2026-03-21,El Oro,Machala,-3.230099,-80.007631,Auto-gestionado
DEU-0A38429F,Mi Rosita Express,Micro,G4721.01,Fruterías y mercados,2023-07-13,2026-03-11,Guayas,Guayaquil,-2.056137,-79.811682,Paola Intriago
DEU-D787BD33,Don Rosita,Micro,I5610.01,Restaurantes y picanterías,2023-02-24,2026-03-18,Loja,Loja,-3.925013,-79.325138,Oswaldo Ñacato
DEU-05C70964,Super Pancho,Micro,S9601.01,Lavanderías y tintorerías,2025-09-06,2026-03-20,Pichincha,Quito,-0.117967,-78.314107,Mateo Pérez
DEU-7B96D059,Coop. Trans Vencedores Plus,Micro,H4922.01,"Transporte (taxis, cooperativas)",2024-01-10,2026-03-14,Pichincha,Quito,-0.206935,-78.403714,Auto-gestionado
DEU-47EE07D4,Super Beto,Micro,I5610.01,Restaurantes y picanterías,2022-04-19,2026-03-30,Pichincha,Quito,-0.238619,-78.483431,Carlos Mendoza
DEU-5D012373,Super Martita Center,Micro,G4773.01,Bazares y papelerías,2024-07-31,2026-03-13,Guayas,Guayaquil,-2.233215,-79.947608,Auto-gestionado
DEU-024CDCAD,Mi Pancho,Micro,G4711.01,Tiendas de abarrotes y víveres,2023-08-07,2026-03-28,Guayas,Guayaquil,-2.141377,-79.873819,Natalia Rosales
