ticket_id,merchant_id,fecha_apertura,fecha_cierre,categoria,severidad,estado,tiempo_resolucion_hrs,satisfaccion_post_cierre
TKT-C0EB803E39,DEU-0F864F89,2025-08-16 15:01:00,,problema_qr_fisico,2,abierto,,
TKT-BC434C1FDC,DEU-0F864F89,2025-12-08 12:59:00,,pago_rechazado,2,en_proceso,,
TKT-0733F59CE7,DEU-0FB82088,2025-04-29 11:55:00,,cierre_caja,3,abierto,,
TKT-DE4D3B0241,DEU-0FE37E85,2025-10-20 11:12:00,,app_congelada,4,abierto,,
TKT-73873DE0B4,DEU-0FE37E85,2026-03-14 20:47:00,,liquidacion_demora,3,en_proceso,,
TKT-2D6A0FAD22,DEU-0FF87FB8,2025-04-20 21:21:00,,app_congelada,3,abierto,,
TKT-640629EE68,DEU-0FF87FB8,2025-09-29 11:16:00,,facturacion_comisiones,4,abierto,,
TKT-6187A04431,DEU-0FF87FB8,2025-10-22 11:02:00,,configuracion_qr,4,abierto,,
TKT-9CBFE00E5B,DEU-0FF87FB8,2025-10-23 08:03:00,2025-10-25 18:15:00,pago_rechazado,5,resuelto,58.2,2.0
TKT-6626FD9045,DEU-0FF87FB8,2025-10-26 12:32:00,2025-10-27 13:56:00,consulta_general,3,resuelto,25.4,
TKT-C515323CFB,DEU-0FF87FB8,2026-03-25 11:28:00,,configuracion_qr,3,abierto,,
TKT-39E8722487,DEU-104CF68B,2025-05-07 11:07:00,2025-05-08 02:37:00,liquidacion_demora,4,resuelto,15.5,
TKT-4FD0804F2F,DEU-104CF68B,2025-05-14 15:36:00,,app_congelada,2,escalado,,
TKT-1CF30D2EDE,DEU-104CF68B,2025-12-28 12:01:00,,pago_rechazado,3,abierto,,
TKT-D005DDBDEE,DEU-104CF68B,2026-01-01 16:10:00,,pago_rechazado,3,abierto,,
TKT-83E91AE2BE,DEU-1052AC90,2025-05-08 08:44:00,,liquidacion_demora,3,en_proceso,,
TKT-476EB26F7A,DEU-1054C83F,2025-07-04 19:12:00,,liquidacion_demora,3,abierto,,
TKT-9E1175CF9A,DEU-1054C83F,2026-03-08 08:27:00,,pago_rechazado,3,en_proceso,,
TKT-9124153CF0,DEU-1055B8DA,2025-09-07 07:03:00,2025-09-09 07:39:00,configuracion_qr,3,resuelto,48.6,4.0
TKT-FFFB687478,DEU-1055B8DA,2025-09-26 18:13:00,,pago_rechazado,3,abierto,,
TKT-E7006D80A4,DEU-1055B8DA,2025-12-19 07:17:00,,liquidacion_demora,3,abierto,,
TKT-CB4889E021,DEU-105A959F,2025-06-16 13:01:00,2025-06-18 06:49:00,pago_rechazado,3,resuelto,41.8,
TKT-0409BADB33,DEU-105A959F,2025-06-25 20:29:00,,pago_rechazado,4,escalado,,
TKT-680DD28A91,DEU-105A959F,2025-07-29 15:50:00,,configuracion_qr,4,abierto,,
TKT-F192C28DA5,DEU-105A959F,2025-09-03 16:14:00,,roles_vendedor,4,abierto,,
TKT-1B1CE72284,DEU-105A959F,2025-12-03 19:16:00,2025-12-04 13:28:00,liquidacion_demora,4,resuelto,18.2,2.0
TKT-AF9E3D3B6A,DEU-105A959F,2025-12-13 21:01:00,2025-12-14 03:49:00,liquidacion_demora,5,resuelto,6.8,2.0
TKT-ED62173763,DEU-105A959F,2025-12-19 07:33:00,2025-12-19 17:39:00,cierre_caja,3,resuelto,10.1,2.0
TKT-C7219393AD,DEU-105A959F,2025-12-22 21:58:00,,liquidacion_demora,4,abierto,,
TKT-050C896E47,DEU-105A959F,2026-01-10 12:40:00,2026-01-16 13:22:00,liquidacion_demora,4,resuelto,144.7,1.0
TKT-06D15EDE19,DEU-105A959F,2026-01-12 19:53:00,,pago_rechazado,5,abierto,,
TKT-C43BE4A61C,DEU-105A959F,2026-01-19 14:34:00,,liquidacion_demora,5,en_proceso,,
TKT-5504FC8107,DEU-105A959F,2026-01-21 14:35:00,2026-01-26 19:05:00,facturacion_comisiones,3,resuelto,124.5,2.0
TKT-4F52BB359C,DEU-105A959F,2026-01-22 15:12:00,,pago_rechazado,5,abierto,,
TKT-F8FB2E18F7,DEU-105A959F,2026-01-30 15:06:00,,facturacion_comisiones,3,escalado,,
TKT-DD2D18B0AB,DEU-105A959F,2026-02-19 10:55:00,,facturacion_comisiones,3,abierto,,
TKT-18D6DFB40B,DEU-105A959F,2026-03-30 14:45:00,,cierre_caja,4,escalado,,
TKT-A0AEACC8CE,DEU-1068C929,2025-04-04 15:52:00,,configuracion_qr,1,abierto,,
TKT-3A59F34A5B,DEU-1068C929,2025-10-13 10:28:00,,facturacion_comisiones,2,en_proceso,,
TKT-C3BB7D450B,DEU-107BDC13,2025-04-25 10:49:00,,app_congelada,2,en_proceso,,
TKT-6873B10B60,DEU-107BDC13,2025-07-12 18:46:00,,configuracion_qr,2,en_proceso,,
TKT-B2E2AF69F2,DEU-107BDC13,2025-11-16 08:53:00,,cierre_caja,2,en_proceso,,
TKT-5847FEBF7E,DEU-10841231,2025-11-01 11:22:00,2025-11-02 23:22:00,roles_vendedor,2,resuelto,36.0,
TKT-0A2FD379F8,DEU-10841231,2025-11-04 17:27:00,2025-11-05 06:57:00,consulta_general,2,resuelto,13.5,3.0
TKT-E8BF435DAA,DEU-10841231,2025-11-09 16:44:00,,app_congelada,4,en_proceso,,
TKT-26E6E778D4,DEU-10841231,2025-11-17 08:38:00,2025-11-18 10:20:00,pago_rechazado,4,resuelto,25.7,2.0
TKT-67AC93B7BE,DEU-10841231,2025-12-02 16:40:00,2025-12-08 19:34:00,app_congelada,3,resuelto,146.9,1.0
TKT-E19EDD1685,DEU-10841231,2025-12-07 19:55:00,,pago_rechazado,4,abierto,,
TKT-EA34AC4B68,DEU-10841231,2025-12-14 07:17:00,,liquidacion_demora,4,escalado,,
TKT-88AB272FC2,DEU-10841231,2025-12-24 12:57:00,,facturacion_comisiones,4,escalado,,
TKT-9D9786E070,DEU-10841231,2026-01-08 17:10:00,2026-01-14 01:22:00,app_congelada,3,resuelto,128.2,1.0
TKT-8C1E98F2DD,DEU-10841231,2026-01-11 13:25:00,,cierre_caja,3,en_proceso,,
TKT-518248E411,DEU-10841231,2026-01-12 16:17:00,,app_congelada,5,en_proceso,,
TKT-80DE2B9FF4,DEU-10841231,2026-01-19 20:02:00,,roles_vendedor,3,escalado,,
TKT-974D033EBA,DEU-10841231,2026-01-19 20:38:00,2026-01-20 05:14:00,pago_rechazado,4,resuelto,8.6,2.0
TKT-0426EA7503,DEU-10841231,2026-01-23 16:22:00,,app_congelada,5,abierto,,
TKT-F9DF980179,DEU-10841231,2026-02-05 14:28:00,2026-02-12 06:52:00,pago_rechazado,3,resuelto,160.4,1.0
TKT-1A496AB475,DEU-10841231,2026-02-09 16:17:00,,facturacion_comisiones,2,abierto,,
TKT-959625597E,DEU-10841231,2026-02-20 12:19:00,,facturacion_comisiones,3,abierto,,
TKT-188ADA2F51,DEU-10841231,2026-02-22 13:41:00,,app_congelada,4,abierto,,
TKT-6EC6E00EC6,DEU-10841231,2026-02-26 20:26:00,,liquidacion_demora,3,abierto,,
TKT-1F006152A9,DEU-108ED0B6,2025-10-25 07:00:00,,liquidacion_demora,3,abierto,,
TKT-7C2A688B5E,DEU-108ED0B6,2025-11-29 20:42:00,,app_congelada,4,abierto,,
TKT-866FA8B5E1,DEU-108ED0B6,2025-12-03 13:33:00,,configuracion_qr,3,abierto,,
TKT-1B7B63617E,DEU-108ED0B6,2025-12-14 19:51:00,2025-12-17 03:03:00,app_congelada,3,resuelto,55.2,4.0
TKT-055978F549,DEU-108ED0B6,2025-12-16 19:47:00,2025-12-17 16:47:00,facturacion_comisiones,3,resuelto,21.0,4.0
TKT-CE1DF52039,DEU-108ED0B6,2026-03-08 20:04:00,,problema_qr_fisico,3,en_proceso,,
TKT-A0487E41D4,DEU-10A1650D,2025-08-11 14:50:00,,configuracion_qr,2,en_proceso,,
TKT-6B60D9B004,DEU-10A1650D,2025-09-08 15:01:00,,configuracion_qr,2,en_proceso,,
TKT-B49C1FD9B1,DEU-10A1650D,2025-11-29 14:35:00,,liquidacion_demora,2,en_proceso,,
TKT-F29E5823A7,DEU-10A1650D,2025-12-01 13:23:00,2025-12-02 16:47:00,liquidacion_demora,2,resuelto,27.4,2.0
TKT-7C318D2198,DEU-10A1650D,2025-12-02 17:22:00,2025-12-03 11:04:00,cierre_caja,2,resuelto,17.7,1.0
TKT-9F9A464B12,DEU-10A1650D,2025-12-08 21:06:00,,pago_rechazado,2,abierto,,
TKT-7272AE5FD5,DEU-10A1650D,2025-12-10 16:31:00,2025-12-11 09:43:00,app_congelada,2,resuelto,17.2,2.0
TKT-2279016F1D,DEU-10A1650D,2025-12-25 14:27:00,2025-12-26 01:21:00,facturacion_comisiones,1,resuelto,10.9,3.0
TKT-CA5BF7B963,DEU-10A1650D,2025-12-30 11:56:00,,liquidacion_demora,2,escalado,,
TKT-4D86B78FEB,DEU-10A1650D,2026-01-11 10:48:00,,problema_qr_fisico,1,en_proceso,,
TKT-7710442C42,DEU-10A1650D,2026-01-15 10:32:00,,pago_rechazado,2,abierto,,
TKT-A7D27985B1,DEU-10A1650D,2026-01-25 19:39:00,2026-01-28 20:57:00,liquidacion_demora,4,resuelto,73.3,1.0
TKT-FCCA16A981,DEU-10A1650D,2026-01-26 08:57:00,,pago_rechazado,3,escalado,,
TKT-7B5A5A48C1,DEU-10A1650D,2026-02-08 09:25:00,,configuracion_qr,3,abierto,,
TKT-7D465A71FB,DEU-10A1650D,2026-02-26 17:57:00,2026-03-02 08:33:00,pago_rechazado,4,resuelto,86.6,
TKT-AD74E92711,DEU-10A1650D,2026-02-28 19:18:00,,liquidacion_demora,5,abierto,,
TKT-B9D8262C7D,DEU-10A76073,2025-07-15 17:29:00,,cierre_caja,2,escalado,,
TKT-DB171C817E,DEU-10A76073,2026-03-29 19:40:00,,app_congelada,2,abierto,,
TKT-5D0A06BCB9,DEU-10A7D735,2026-01-23 09:18:00,,app_congelada,2,en_proceso,,
TKT-2568C831DD,DEU-10DC17FD,2025-10-22 15:19:00,,pago_rechazado,3,escalado,,
TKT-753E88178B,DEU-10DC17FD,2025-12-19 12:16:00,2025-12-21 04:46:00,configuracion_qr,2,resuelto,40.5,4.0
TKT-F07BDF0C5F,DEU-10DC17FD,2025-12-25 14:07:00,,cierre_caja,2,en_proceso,,
TKT-4818E3F8A7,DEU-10DC17FD,2026-01-16 15:58:00,,cierre_caja,2,abierto,,
TKT-6E038E5F88,DEU-10DC17FD,2026-02-10 07:58:00,,liquidacion_demora,2,abierto,,
TKT-044C4E4408,DEU-10E37E89,2025-06-29 21:53:00,,pago_rechazado,1,abierto,,
TKT-99F91C8D43,DEU-10E37E89,2025-09-22 12:04:00,,liquidacion_demora,2,escalado,,
TKT-FA94160CDA,DEU-10E37E89,2026-01-15 08:25:00,,pago_rechazado,2,abierto,,
TKT-61499F609E,DEU-10F9CB10,2025-05-11 07:11:00,,app_congelada,1,abierto,,
TKT-76A7009E27,DEU-10F9CB10,2025-11-29 08:22:00,,configuracion_qr,3,en_proceso,,
TKT-53BF3BC564,DEU-10F9CB10,2025-12-30 09:03:00,,liquidacion_demora,3,abierto,,
TKT-60DA2B8F51,DEU-10F9CB10,2026-01-21 08:15:00,,liquidacion_demora,2,abierto,,
TKT-367FD1A845,DEU-1114D684,2025-10-08 07:55:00,,pago_rechazado,5,en_proceso,,
TKT-F7E973C7BA,DEU-1114D684,2025-10-16 17:52:00,2025-10-18 17:16:00,configuracion_qr,2,resuelto,47.4,3.0
TKT-C2AE750702,DEU-1114D684,2025-10-20 14:13:00,2025-10-23 03:13:00,configuracion_qr,1,resuelto,61.0,
TKT-2BDFF95BB2,DEU-1114D684,2025-11-22 20:35:00,,app_congelada,3,abierto,,
TKT-753E5643D4,DEU-1114D684,2025-11-26 09:02:00,2025-12-05 18:32:00,app_congelada,4,resuelto,225.5,
TKT-91F0205F89,DEU-1114D684,2025-12-09 16:52:00,2025-12-13 00:04:00,liquidacion_demora,3,resuelto,79.2,2.0
TKT-DA285F090A,DEU-1114D684,2025-12-20 09:20:00,,liquidacion_demora,2,abierto,,
TKT-0FD4172E99,DEU-1114D684,2025-12-20 09:59:00,2025-12-25 09:59:00,app_congelada,3,resuelto,120.0,1.0
TKT-A935985FFA,DEU-1114D684,2025-12-23 11:22:00,,facturacion_comisiones,3,abierto,,
TKT-717B5F0055,DEU-1114D684,2025-12-23 18:06:00,2025-12-26 09:42:00,pago_rechazado,5,resuelto,63.6,1.0
TKT-7FE89B7470,DEU-1114D684,2025-12-24 09:32:00,,facturacion_comisiones,3,en_proceso,,
TKT-E1DECAF296,DEU-1114D684,2025-12-24 12:50:00,,app_congelada,3,abierto,,
TKT-9B861BD395,DEU-1114D684,2025-12-27 15:52:00,,pago_rechazado,3,en_proceso,,
TKT-DC204B5C04,DEU-1114D684,2025-12-28 21:03:00,,app_congelada,1,en_proceso,,
TKT-713B9A52F8,DEU-1114D684,2025-12-30 17:45:00,2026-01-06 12:57:00,app_congelada,2,resuelto,163.2,
TKT-89F9872C5F,DEU-1114D684,2026-01-05 12:01:00,,liquidacion_demora,4,en_proceso,,
TKT-D2F0E523E3,DEU-1114D684,2026-01-10 08:28:00,2026-01-13 14:22:00,liquidacion_demora,3,resuelto,77.9,
TKT-5210EAC1B2,DEU-1114D684,2026-01-11 09:43:00,,liquidacion_demora,5,en_proceso,,
TKT-64AB23C214,DEU-1114D684,2026-01-12 11:13:00,,facturacion_comisiones,5,abierto,,
TKT-7DC3760655,DEU-1114D684,2026-01-14 20:05:00,2026-01-16 14:47:00,pago_rechazado,3,resuelto,42.7,1.0
TKT-8B0A3CC1D9,DEU-1114D684,2026-01-26 13:03:00,2026-01-31 08:51:00,pago_rechazado,4,resuelto,115.8,1.0
TKT-46CFBFF1F8,DEU-1114D684,2026-01-29 16:14:00,,problema_qr_fisico,2,en_proceso,,
TKT-462FA00EB1,DEU-1114D684,2026-02-01 21:39:00,2026-02-15 07:39:00,cierre_caja,3,resuelto,322.0,
TKT-CE52A605AE,DEU-1114D684,2026-02-02 16:25:00,,pago_rechazado,5,abierto,,
TKT-DD4F400F7D,DEU-1114D684,2026-02-06 13:09:00,2026-02-13 00:27:00,app_congelada,3,resuelto,155.3,1.0
TKT-8B2A669E0F,DEU-1114D684,2026-02-07 15:35:00,,liquidacion_demora,5,en_proceso,,
TKT-DF8D6797D0,DEU-1114D684,2026-02-07 19:57:00,,liquidacion_demora,4,escalado,,
TKT-9F4A5E840F,DEU-1114D684,2026-02-14 08:39:00,,app_congelada,5,en_proceso,,
TKT-230EB9AAA1,DEU-1114D684,2026-02-16 18:09:00,2026-02-20 15:33:00,liquidacion_demora,5,resuelto,93.4,
TKT-FF7AEC5D93,DEU-1114D684,2026-02-23 19:56:00,,pago_rechazado,5,en_proceso,,
TKT-82F4462B73,DEU-1114D684,2026-02-23 19:57:00,,app_congelada,4,en_proceso,,
TKT-05289FAD57,DEU-1114D684,2026-02-24 21:14:00,2026-03-02 02:38:00,liquidacion_demora,5,resuelto,125.4,
TKT-D9E8BCA26E,DEU-1154A2BE,2025-10-23 08:05:00,,app_congelada,3,en_proceso,,
TKT-BFE10D4D61,DEU-1154A2BE,2026-03-12 08:10:00,,configuracion_qr,4,abierto,,
TKT-C4D0183F6E,DEU-11638090,2025-04-27 07:02:00,,app_congelada,3,abierto,,
TKT-B50F7B3506,DEU-11638090,2025-05-21 16:12:00,,problema_qr_fisico,2,abierto,,
TKT-FA0698B30B,DEU-11638090,2025-08-07 17:57:00,,cierre_caja,2,abierto,,
TKT-59BC535030,DEU-11907DBD,2025-10-04 12:53:00,,liquidacion_demora,2,abierto,,
TKT-022D913FA7,DEU-11907DBD,2026-03-16 07:55:00,2026-03-17 18:19:00,roles_vendedor,4,resuelto,34.4,
TKT-09278859A7,DEU-11907DBD,2026-03-19 19:17:00,,configuracion_qr,3,escalado,,
TKT-8A888BAFB0,DEU-119C9D86,2025-04-12 11:08:00,,configuracion_qr,3,en_proceso,,
TKT-600058878F,DEU-119C9D86,2025-06-10 12:46:00,,app_congelada,3,en_proceso,,
TKT-B67227FB8A,DEU-119C9D86,2026-02-06 07:12:00,,facturacion_comisiones,3,abierto,,
TKT-C4D7EEDDA0,DEU-11A4EA15,2025-06-28 09:29:00,,facturacion_comisiones,2,abierto,,
TKT-8B504381C8,DEU-11A4EA15,2025-07-29 20:51:00,,roles_vendedor,2,abierto,,
TKT-4E46B98B9F,DEU-11E95815,2025-04-28 15:50:00,,configuracion_qr,2,en_proceso,,
TKT-0DDF11F38D,DEU-11E95815,2025-08-08 12:56:00,,liquidacion_demora,2,escalado,,
TKT-8365C29177,DEU-12363329,2025-04-03 10:55:00,,consulta_general,2,en_proceso,,
TKT-C841D3F33A,DEU-12363329,2025-05-29 17:31:00,,app_congelada,2,en_proceso,,
TKT-0C2DB49272,DEU-12363329,2025-09-23 12:26:00,,problema_qr_fisico,2,abierto,,
TKT-5A41D4467E,DEU-12363329,2026-01-04 19:11:00,,roles_vendedor,3,en_proceso,,
TKT-0FEC0EDC44,DEU-12446428,2025-04-29 19:14:00,,app_congelada,2,en_proceso,,
TKT-BD5EF54C47,DEU-12446428,2025-09-22 16:03:00,,app_congelada,3,abierto,,
TKT-90D108A9C3,DEU-1271F57A,2025-10-19 09:02:00,2025-10-20 21:08:00,pago_rechazado,4,resuelto,36.1,4.0
TKT-48A068E0C5,DEU-1271F57A,2025-10-22 20:26:00,,consulta_general,1,abierto,,
TKT-D0BA78E894,DEU-1271F57A,2026-03-03 10:00:00,,cierre_caja,3,en_proceso,,
TKT-16C98F1E31,DEU-12979BB7,2025-12-07 13:13:00,,pago_rechazado,2,abierto,,
TKT-FF0D46E18D,DEU-12979BB7,2026-02-28 07:49:00,,consulta_general,3,abierto,,
TKT-5AA8E83039,DEU-12979BB7,2026-03-21 12:33:00,,app_congelada,3,abierto,,
TKT-CFFC7E425F,DEU-1297A4E7,2025-04-04 19:50:00,,app_congelada,3,escalado,,
TKT-EB9BC22639,DEU-12BB4096,2025-08-17 14:36:00,,pago_rechazado,3,abierto,,
TKT-74E19E9DA0,DEU-12BB4096,2025-10-13 15:38:00,,configuracion_qr,4,en_proceso,,
TKT-85A8D49A11,DEU-12BB4096,2025-11-14 17:12:00,,configuracion_qr,2,abierto,,
TKT-463B5F822A,DEU-12DE4C68,2025-08-02 21:06:00,,app_congelada,2,en_proceso,,
TKT-708142EB86,DEU-12DE4C68,2025-09-04 16:11:00,,facturacion_comisiones,2,escalado,,
TKT-8F0C0770C6,DEU-12DE4C68,2025-11-08 10:18:00,,app_congelada,2,en_proceso,,
TKT-3E9371A4DE,DEU-12F5D3DF,2025-12-06 16:53:00,,facturacion_comisiones,3,escalado,,
TKT-1C51519E01,DEU-12F5D3DF,2026-03-10 07:01:00,,liquidacion_demora,2,abierto,,
TKT-FDB757C599,DEU-12F80FD7,2025-06-13 11:39:00,,liquidacion_demora,4,abierto,,
TKT-3A0B5B50E1,DEU-12F80FD7,2025-08-26 16:36:00,,pago_rechazado,3,abierto,,
TKT-E342BD6063,DEU-133DD9D8,2025-08-13 12:17:00,,app_congelada,2,en_proceso,,
TKT-4114690259,DEU-1375D8AF,2025-08-30 19:10:00,,configuracion_qr,2,abierto,,
TKT-E8AC67C2B8,DEU-1375D8AF,2025-10-14 17:36:00,,pago_rechazado,2,en_proceso,,
TKT-17E94F335F,DEU-13815596,2025-10-10 13:07:00,,consulta_general,2,abierto,,
TKT-44F63B8519,DEU-13AA9933,2026-03-07 18:14:00,,cierre_caja,3,en_proceso,,
TKT-E6F39B48CC,DEU-13DA1AFD,2025-06-13 17:59:00,,consulta_general,2,abierto,,
TKT-2BA4B2F0D4,DEU-13DA1AFD,2025-08-08 18:21:00,,pago_rechazado,2,escalado,,
TKT-361ABF3045,DEU-13DA1AFD,2026-02-20 21:56:00,,cierre_caja,3,abierto,,
TKT-640C319F83,DEU-141E851D,2025-12-01 20:50:00,,facturacion_comisiones,4,abierto,,
TKT-54E3D029C6,DEU-141E851D,2025-12-02 07:59:00,2025-12-04 14:11:00,pago_rechazado,3,resuelto,54.2,
TKT-254CB92148,DEU-141E851D,2025-12-09 20:28:00,,facturacion_comisiones,2,abierto,,
TKT-AEF3668E97,DEU-141E851D,2025-12-10 19:37:00,,liquidacion_demora,5,en_proceso,,
TKT-37134DB4C6,DEU-141E851D,2025-12-12 07:25:00,,liquidacion_demora,4,escalado,,
TKT-110A2FBA04,DEU-141E851D,2025-12-13 19:00:00,,pago_rechazado,3,abierto,,
TKT-B3AD8F7AED,DEU-141E851D,2025-12-15 11:14:00,2025-12-21 16:02:00,pago_rechazado,4,resuelto,148.8,
TKT-2693E74351,DEU-141E851D,2025-12-19 11:01:00,,liquidacion_demora,5,en_proceso,,
TKT-D727F65411,DEU-141E851D,2025-12-21 09:14:00,,problema_qr_fisico,1,en_proceso,,
TKT-B9F8313EA2,DEU-141E851D,2026-01-03 18:05:00,,pago_rechazado,5,en_proceso,,
TKT-2FDF13E363,DEU-141E851D,2026-01-09 12:23:00,,app_congelada,5,en_proceso,,
TKT-1A1DC85991,DEU-141E851D,2026-01-09 16:52:00,2026-01-11 08:34:00,pago_rechazado,4,resuelto,39.7,1.0
TKT-34C8E995F2,DEU-141E851D,2026-01-12 17:06:00,,liquidacion_demora,4,abierto,,
TKT-B0D87F2619,DEU-141E851D,2026-01-14 08:37:00,,app_congelada,3,abierto,,
TKT-54BC0E4435,DEU-141E851D,2026-01-19 20:10:00,,facturacion_comisiones,3,escalado,,
TKT-892167E66A,DEU-141E851D,2026-02-04 11:39:00,,pago_rechazado,3,en_proceso,,
TKT-854FF7CC40,DEU-141E851D,2026-02-11 10:41:00,,pago_rechazado,4,abierto,,
TKT-0749FF2F58,DEU-141E851D,2026-02-23 18:05:00,2026-02-28 12:59:00,pago_rechazado,3,resuelto,114.9,1.0
TKT-D4EEBD9BB7,DEU-14355A3D,2025-07-07 16:11:00,,app_congelada,2,en_proceso,,
TKT-E78EABC11C,DEU-14355A3D,2025-10-29 16:47:00,,roles_vendedor,2,abierto,,
TKT-E2CFC15304,DEU-14355A3D,2026-01-17 14:04:00,,consulta_general,2,abierto,,
TKT-80C299D5BA,DEU-1436E6E5,2025-05-19 18:39:00,,configuracion_qr,2,abierto,,
TKT-818D44296C,DEU-1436E6E5,2025-09-11 15:42:00,,app_congelada,3,abierto,,
TKT-D3C3AB0354,DEU-146C095E,2025-09-11 15:58:00,2025-09-12 16:52:00,liquidacion_demora,3,resuelto,24.9,
TKT-B1A0D887F6,DEU-146C095E,2025-09-25 09:29:00,,pago_rechazado,3,escalado,,
TKT-6C3C89ABC9,DEU-146C095E,2025-11-03 07:37:00,,problema_qr_fisico,3,en_proceso,,
TKT-5CB68F0C42,DEU-146C095E,2026-03-11 08:30:00,,app_congelada,3,en_proceso,,
TKT-C641D9C099,DEU-1492F92F,2025-04-11 08:44:00,,cierre_caja,2,escalado,,
TKT-40921230D1,DEU-14B412C9,2026-03-15 16:51:00,,problema_qr_fisico,2,abierto,,
TKT-6780E4FAC5,DEU-14D04714,2025-04-05 15:44:00,,pago_rechazado,3,escalado,,
TKT-C7386BCE98,DEU-14D04714,2025-06-06 20:47:00,,configuracion_qr,4,abierto,,
TKT-18DCF14D5F,DEU-14D04714,2025-10-24 14:20:00,2025-10-26 02:32:00,configuracion_qr,3,resuelto,36.2,3.0
TKT-57A8AF1635,DEU-14D04714,2025-10-25 12:23:00,,app_congelada,4,escalado,,
TKT-A8215B9D2B,DEU-14D04714,2025-10-30 18:53:00,2025-11-01 08:53:00,liquidacion_demora,4,resuelto,38.0,2.0
TKT-A32E24B949,DEU-14D04714,2025-11-08 18:21:00,,pago_rechazado,4,escalado,,
TKT-D59826F0BE,DEU-14D04714,2025-11-15 19:37:00,,app_congelada,4,abierto,,
TKT-122BA17506,DEU-14D04714,2025-12-13 10:10:00,,pago_rechazado,4,abierto,,
TKT-89256F2EF5,DEU-14D04714,2025-12-23 14:09:00,2026-01-11 03:03:00,pago_rechazado,4,resuelto,444.9,1.0
TKT-75DCE073C2,DEU-14D04714,2025-12-25 12:49:00,,pago_rechazado,5,en_proceso,,
TKT-56009D64EF,DEU-14D04714,2026-01-08 15:58:00,,liquidacion_demora,5,escalado,,
TKT-B2EC50FDDF,DEU-14D04714,2026-01-09 11:48:00,2026-01-15 11:30:00,cierre_caja,3,resuelto,143.7,
TKT-ECF738CB8C,DEU-14D04714,2026-01-11 08:45:00,,liquidacion_demora,5,abierto,,
TKT-CDD63D1B24,DEU-14D04714,2026-01-17 18:13:00,,roles_vendedor,4,abierto,,
TKT-ACE088F4C4,DEU-14D04714,2026-01-19 21:33:00,,pago_rechazado,5,en_proceso,,
TKT-2D9DDC047B,DEU-14D04714,2026-01-22 12:09:00,2026-01-26 13:27:00,pago_rechazado,4,resuelto,97.3,1.0
TKT-D782F21376,DEU-14D04714,2026-01-23 18:14:00,2026-01-24 22:02:00,facturacion_comisiones,4,resuelto,27.8,2.0
TKT-610BE2E4C7,DEU-14D04714,2026-01-23 19:38:00,,problema_qr_fisico,3,en_proceso,,
TKT-24D6BDA9EA,DEU-14D04714,2026-01-26 14:52:00,,pago_rechazado,3,en_proceso,,
TKT-2C4100959A,DEU-14D04714,2026-02-07 20:35:00,2026-02-09 20:41:00,liquidacion_demora,5,resuelto,48.1,2.0
TKT-DA73B0B725,DEU-14D04714,2026-02-08 21:04:00,,app_congelada,5,en_proceso,,
TKT-DE9CAE57A7,DEU-14D04714,2026-02-10 17:57:00,2026-02-13 04:39:00,facturacion_comisiones,5,resuelto,58.7,
TKT-34ED953351,DEU-14D04714,2026-02-12 20:06:00,2026-02-15 12:18:00,liquidacion_demora,5,resuelto,64.2,
TKT-04D67C3BE7,DEU-14D04714,2026-02-14 14:09:00,,liquidacion_demora,5,abierto,,
TKT-03F08C302E,DEU-14D04714,2026-02-19 08:38:00,2026-02-24 11:38:00,liquidacion_demora,5,resuelto,123.0,1.0
TKT-08BAF31F65,DEU-14D04714,2026-02-23 20:06:00,,cierre_caja,3,abierto,,
TKT-1FD2DB9645,DEU-14D04714,2026-02-24 10:26:00,,pago_rechazado,4,en_proceso,,
TKT-E96B28CE5D,DEU-14D04714,2026-02-28 17:21:00,,liquidacion_demora,5,escalado,,
TKT-F0A518197F,DEU-14D495DA,2025-07-23 07:58:00,,pago_rechazado,2,abierto,,
TKT-B1FF43F40D,DEU-14D495DA,2025-09-14 10:20:00,,facturacion_comisiones,2,en_proceso,,
TKT-2D64553DEA,DEU-14D495DA,2026-01-29 16:27:00,,liquidacion_demora,3,en_proceso,,
TKT-333662351D,DEU-14EC0F0C,2025-04-16 19:39:00,,consulta_general,3,en_proceso,,
TKT-A6A5D686B4,DEU-14EC0F0C,2026-01-24 09:57:00,,consulta_general,3,abierto,,
TKT-802AF3B543,DEU-14EE6B0C,2025-10-30 17:03:00,,liquidacion_demora,2,abierto,,
TKT-C3CF02F8EE,DEU-14EE6B0C,2026-03-18 15:27:00,,pago_rechazado,2,abierto,,
TKT-6B0351AAF3,DEU-14FA3FB4,2025-05-27 09:08:00,,configuracion_qr,3,abierto,,
TKT-800E857F52,DEU-1543E26F,2025-10-12 18:34:00,,problema_qr_fisico,2,en_proceso,,
TKT-C09E927EF5,DEU-1543E26F,2025-11-12 17:31:00,,configuracion_qr,2,abierto,,
TKT-BC1BE3BB45,DEU-1543E26F,2026-03-07 08:51:00,2026-03-08 02:33:00,configuracion_qr,2,resuelto,17.7,4.0
TKT-49D24433DF,DEU-1543E26F,2026-03-30 17:28:00,,liquidacion_demora,3,escalado,,
TKT-28FCAB6010,DEU-15C3FACA,2025-08-27 11:23:00,,pago_rechazado,4,escalado,,
